transaction_id,user_id,user_name,merchant_id,merchant_name,amount,time,location,device_type,transaction_type,is_fraud,unauthorized_app,unusual_activity,failed_attempts,transaction_time_flag,high_risk_merchant,is_risky_merchant
178541,10673,User1000,27148,Merchant500,5486.778789036769,2024-04-29 20:37:55.236713,Kolkata,Android,Merchant,0,0,0,1,0,0,0
406295,10664,User2,85879,Ellipsis,3288.3895770216996,2024-06-16 22:02:32.921063,Kolkata,Android,Merchant,0,0,0,1,0,0,0
614441,10643,Ellipsis,61091,Ellipsis,1458.356710564922,2024-03-19 14:03:47.696565,Chennai,iOS,P2P,0,0,0,1,0,0,0
966879,10424,User1000,70686,Ellipsis,2257.0936210816385,2024-01-31 05:18:06.539155,Bangalore,iOS,P2P,0,0,0,1,0,0,0
814713,10617,User1,10517,Ellipsis,96.07062796931267,2024-07-02 22:59:35.074551,Kolkata,iOS,Merchant,0,0,0,0,0,0,0
105193,10512,User1,71226,MerchantA,9550.11552267387,2024-05-03 02:39:46.421888,Delhi,iOS,P2P,0,0,0,1,0,0,0
393359,10961,User1,53835,Ellipsis,785.0119913358631,2024-01-12 19:58:27.302623,Delhi,Android,P2P,1,0,0,1,0,0,1
115041,10353,User2,13807,MerchantB,37.84966190110784,2024-05-22 19:19:09.184828,Kolkata,iOS,P2P,0,0,0,2,0,0,0
344049,10427,User1,96875,MerchantB,1522.042250084577,2024-05-25 13:28:28.018674,Mumbai,Android,Merchant,0,0,0,2,0,0,0
240449,10359,Ellipsis,88367,MerchantA,1171.4719326227075,2024-05-28 08:27:03.928498,Delhi,Android,Merchant,0,0,0,1,0,0,0
981321,10815,User1,55048,MerchantB,6062.930836641006,2024-03-02 17:40:30.509849,Kolkata,Android,P2P,0,0,0,1,0,0,0
339487,10509,User1000,64275,Ellipsis,941.9100127935371,2024-04-19 10:47:02.910998,Delhi,Android,Merchant,0,0,0,0,0,0,0
128948,10457,User2,58101,Ellipsis,5538.820421730039,2024-07-03 19:40:19.673296,Delhi,iOS,Merchant,0,0,0,1,0,0,0
423241,10051,User1000,73405,Merchant500,3157.392745762742,2024-02-07 12:16:46.406421,Chennai,Android,Merchant,0,0,0,1,0,0,0
771656,10638,User1000,55946,MerchantB,6197.783176305452,2024-04-26 21:22:25.148991,Chennai,iOS,P2P,0,0,0,0,0,0,0
345667,10796,User1000,65422,MerchantB,3075.476092569444,2024-07-28 05:50:26.386296,Chennai,iOS,Merchant,0,0,0,2,0,0,0
451994,10410,User1,10025,Ellipsis,3933.464946924576,2024-01-17 18:52:01.504076,Kolkata,iOS,Merchant,0,0,0,1,0,0,0
466341,10665,Ellipsis,81363,Ellipsis,3698.452751867469,2024-05-13 05:33:22.634023,Mumbai,iOS,Merchant,0,0,0,1,0,0,0
974080,10327,User1,53057,Ellipsis,9718.64424528959,2024-01-13 21:17:10.936909,Chennai,iOS,P2P,0,0,0,0,0,0,0
603975,10176,User2,30607,Merchant500,745.4105702154109,2024-04-10 22:06:06.366425,Bangalore,iOS,Merchant,0,0,0,1,0,0,0
271085,10073,Ellipsis,65322,Ellipsis,2615.1066222783174,2024-06-29 22:57:35.775335,Kolkata,Android,Merchant,1,0,0,2,0,1,1
478915,10108,Ellipsis,19071,Merchant500,3020.7049148964447,2024-01-12 15:35:10.085536,Mumbai,Android,Merchant,0,0,0,2,0,0,0
546240,10818,User2,91393,MerchantA,2413.1373717554743,2024-03-16 17:14:03.103860,Kolkata,Android,Merchant,0,0,0,1,0,0,0
787760,10511,User1000,96210,Merchant500,4830.3802137574585,2024-07-08 12:08:55.360832,Delhi,Android,P2P,0,0,0,1,0,0,0
252225,10843,User1000,45420,Ellipsis,7308.365128359483,2024-05-22 17:01:51.571258,Kolkata,Android,Merchant,0,0,0,2,0,0,0
194154,10833,User1000,89528,MerchantB,355.2312203525606,2024-07-29 04:45:27.404231,Kolkata,Android,Merchant,0,0,0,1,0,0,0
996067,10029,Ellipsis,82426,MerchantA,546.0382174517505,2024-03-12 15:40:02.762807,Chennai,Android,P2P,0,0,0,2,0,0,0
796326,10473,User1000,29455,MerchantA,874.6218535973396,2024-02-01 08:34:16.742090,Kolkata,iOS,P2P,0,0,0,2,0,1,1
612845,10698,User1,34630,MerchantA,5986.205538805598,2024-07-27 19:25:00.099146,Chennai,Android,P2P,0,0,0,1,0,0,0
398884,10424,Ellipsis,59120,Ellipsis,996.5500866464216,2024-03-19 01:36:29.629516,Delhi,iOS,Merchant,0,0,0,1,0,0,0
664031,10306,Ellipsis,60736,MerchantB,3368.95434484945,2024-04-08 10:50:50.553287,Delhi,Android,Merchant,0,0,0,2,0,0,0
616963,10978,User2,69639,Merchant500,3832.8025627623574,2024-05-17 02:32:06.203530,Kolkata,Android,Merchant,0,0,0,2,0,0,0
103500,10815,User2,99021,MerchantA,3668.9794133630394,2024-01-19 15:45:25.356027,Chennai,Android,P2P,0,0,0,2,0,0,0
820645,10147,User1,91102,Merchant500,883.2708502004136,2024-02-20 03:29:25.350698,Mumbai,iOS,P2P,0,0,0,0,0,0,0
247539,10609,User1,61035,Merchant500,2490.5854559097634,2024-06-15 07:12:38.245916,Kolkata,Android,Merchant,0,0,0,1,0,0,0
812920,10632,User2,49069,MerchantA,240.88928708718575,2024-01-15 22:05:10.878767,Bangalore,Android,Merchant,0,0,0,1,0,0,0
354213,10372,Ellipsis,91519,MerchantB,474.72311651842756,2024-05-29 18:30:35.652905,Bangalore,Android,P2P,0,0,0,1,0,0,0
709341,10129,User2,35351,Merchant500,8965.080661367947,2024-05-15 21:55:33.846461,Chennai,Android,P2P,0,0,0,0,0,0,0
145104,10003,Ellipsis,21180,Ellipsis,2406.3735751410686,2024-03-07 09:31:04.772953,Bangalore,iOS,Merchant,0,1,0,0,0,0,1
352601,10665,Ellipsis,49839,Ellipsis,5817.313302961777,2024-05-23 02:11:34.964548,Chennai,iOS,Merchant,0,0,0,0,0,0,0
873300,10731,User2,47529,Ellipsis,6480.393712753927,2024-03-26 17:15:17.620683,Chennai,Android,P2P,0,0,0,1,0,0,0
550462,10474,User1,46216,Ellipsis,9281.633741987847,2024-05-29 15:45:09.204152,Bangalore,Android,P2P,0,0,0,2,0,0,0
385293,10242,User1,98502,MerchantA,7538.820219499435,2024-03-16 09:10:45.801016,Delhi,Android,P2P,0,0,0,1,0,0,0
223274,10573,User1,50857,MerchantA,2376.3280330197613,2024-05-27 12:30:14.042594,Bangalore,iOS,Merchant,0,0,0,2,0,0,0
896904,10832,User1,48740,Ellipsis,3235.1105042937916,2024-07-25 01:21:56.869327,Kolkata,iOS,Merchant,0,0,0,2,0,0,0
827317,10416,User2,19519,MerchantB,304.71368197808783,2024-03-20 19:13:19.495736,Chennai,Android,P2P,0,0,0,0,0,0,0
907657,10633,User1000,10472,MerchantA,2149.7163676014175,2024-01-08 16:36:20.360653,Delhi,Android,Merchant,0,0,0,2,0,0,0
881940,10149,User2,13397,Ellipsis,6325.318976412581,2024-01-21 14:17:40.360092,Delhi,Android,P2P,0,0,0,1,0,0,0
408525,10483,Ellipsis,27709,MerchantA,378.6789306107071,2024-04-02 03:54:44.725778,Kolkata,Android,P2P,0,0,0,2,0,0,0
380974,10017,User1000,97210,MerchantA,6585.382418344137,2024-07-22 09:37:07.524952,Bangalore,Android,P2P,0,0,0,0,0,0,0
524724,10300,User1000,76942,MerchantB,9569.288572341407,2024-07-23 09:59:23.343409,Bangalore,iOS,Merchant,0,0,0,2,0,0,0
610826,10891,Ellipsis,80902,MerchantA,8430.051524592542,2024-03-06 14:29:52.770580,Chennai,iOS,Merchant,0,0,0,2,1,0,1
322671,10347,User2,38565,Merchant500,537.1299576107356,2024-04-05 10:52:19.065881,Mumbai,Android,P2P,0,0,0,1,0,0,0
144177,10091,User1,73362,Merchant500,7452.75311311752,2024-02-29 13:08:03.981691,Delhi,iOS,P2P,0,0,0,2,0,0,0
429487,10199,Ellipsis,58544,Ellipsis,8763.765352517896,2024-01-16 19:15:17.136043,Kolkata,iOS,P2P,0,0,0,0,0,0,0
463219,10128,User1,98413,MerchantB,7086.790947656278,2024-01-14 04:39:27.464608,Chennai,Android,Merchant,0,0,0,2,0,0,0
678162,10657,User2,39674,Merchant500,6267.279355113978,2024-07-31 16:08:16.306660,Delhi,Android,P2P,0,0,0,2,0,0,0
823124,10469,Ellipsis,84969,MerchantA,5602.7247087792975,2024-04-05 06:01:33.364182,Delhi,Android,Merchant,0,0,0,0,0,0,0
805513,10696,Ellipsis,66735,Merchant500,2094.6133447748043,2024-06-01 04:51:34.245614,Delhi,iOS,Merchant,0,0,0,0,0,0,0
336276,10804,Ellipsis,11510,MerchantB,1135.8192726737866,2024-03-08 08:51:06.063065,Bangalore,iOS,P2P,0,0,0,1,0,0,0
658677,10970,Ellipsis,86604,Ellipsis,98.26450469164844,2024-01-03 17:11:51.955498,Bangalore,Android,Merchant,0,0,0,2,0,0,0
766037,10840,User1000,72313,Merchant500,749.0591663205025,2024-04-13 10:16:39.578177,Mumbai,iOS,Merchant,0,0,0,1,0,0,0
968195,10289,Ellipsis,46559,MerchantB,309.50847340967806,2024-01-22 10:14:46.248618,Mumbai,iOS,Merchant,1,0,0,2,0,0,1
916021,10719,User1000,46049,Ellipsis,6676.670858372892,2024-03-12 14:29:31.528491,Kolkata,Android,Merchant,0,0,0,0,0,0,0
562195,10242,User1,17049,MerchantB,2841.3499004295104,2024-02-05 16:32:21.023189,Mumbai,Android,P2P,0,0,0,1,0,1,1
704599,10685,User1000,30473,Merchant500,1675.6024148017439,2024-01-14 09:00:21.756099,Chennai,iOS,Merchant,0,0,0,2,0,0,0
744249,10831,User2,52664,Merchant500,1133.529310526323,2024-01-15 20:05:07.659869,Delhi,Android,P2P,0,0,0,2,0,0,0
912200,10893,Ellipsis,90804,Merchant500,8852.38885154426,2024-01-17 07:34:52.856348,Mumbai,Android,P2P,0,0,0,1,0,0,0
254308,10217,User1000,28013,MerchantA,881.0663842691648,2024-01-29 09:49:36.639667,Mumbai,iOS,P2P,0,0,0,2,0,0,0
290361,10388,User1,12579,Merchant500,9887.509097964912,2024-01-23 10:18:28.014265,Chennai,Android,Merchant,0,0,0,0,0,0,0
485278,10396,User1000,76075,Ellipsis,841.8858997187234,2024-03-10 14:58:46.537837,Mumbai,iOS,P2P,0,0,0,2,0,0,0
809870,10121,User1,12457,Merchant500,6885.356790751449,2024-07-14 18:17:20.377549,Kolkata,iOS,P2P,0,0,0,0,1,0,1
670480,10719,User2,25007,Merchant500,8221.924532913023,2024-07-29 23:33:39.873003,Delhi,Android,Merchant,0,0,0,1,0,0,0
527494,10372,User1000,42966,Ellipsis,7830.212667032527,2024-03-08 08:34:32.538794,Delhi,Android,Merchant,0,0,0,0,0,0,0
106624,10684,User1,67806,Ellipsis,7766.903847531968,2024-03-29 01:29:39.463358,Mumbai,iOS,P2P,0,0,0,2,0,0,0
639311,10554,Ellipsis,16005,MerchantB,7473.713755197531,2024-04-15 14:21:30.415683,Delhi,iOS,Merchant,0,0,0,0,0,0,0
880189,10329,User1,32121,Ellipsis,2352.0508929699695,2024-02-13 05:23:40.261991,Delhi,iOS,P2P,0,0,0,0,0,0,0
640061,10124,Ellipsis,81621,MerchantB,7783.812919378074,2024-06-28 17:43:56.423283,Mumbai,Android,Merchant,0,0,0,1,0,0,0
998645,10785,User2,38979,MerchantB,5942.5807063801185,2024-01-09 06:39:35.815374,Chennai,iOS,P2P,0,0,0,0,0,0,0
841488,10943,User2,42632,Merchant500,9368.934357319773,2024-07-07 15:03:10.819133,Chennai,Android,P2P,0,0,0,0,0,1,1
237841,10192,User2,84932,MerchantB,4646.967988903893,2024-02-19 01:14:40.708087,Bangalore,iOS,Merchant,0,0,1,1,0,0,1
841340,10070,User1,40639,Merchant500,3843.6087828994255,2024-06-29 17:26:16.267951,Bangalore,iOS,P2P,0,0,0,0,0,0,0
289892,10444,User1000,91824,Merchant500,7239.190257224353,2024-04-06 21:43:50.994437,Chennai,Android,Merchant,0,1,0,0,0,0,1
424642,10652,User1,51157,Ellipsis,6167.106497508002,2024-03-24 11:09:21.165494,Bangalore,iOS,Merchant,0,0,0,2,0,0,0
178475,10564,User2,90936,MerchantB,956.9895781783222,2024-05-03 19:15:49.398404,Bangalore,Android,Merchant,1,0,0,1,0,0,1
743622,10104,Ellipsis,83268,Merchant500,7003.8928763713375,2024-05-28 00:35:36.349592,Chennai,Android,P2P,0,0,0,0,1,0,1
933467,10362,User1000,51465,MerchantA,7783.780583245935,2024-01-10 20:59:20.266638,Bangalore,iOS,P2P,0,0,0,1,0,0,0
386878,10101,User1000,33714,Merchant500,28.832838634350257,2024-04-27 07:23:23.943933,Chennai,iOS,Merchant,0,0,0,2,0,0,0
811754,10659,User2,56033,MerchantA,5268.235605646937,2024-03-03 23:18:24.623652,Delhi,Android,Merchant,0,0,0,1,0,0,0
197890,10608,User1,15903,MerchantA,2620.948203292402,2024-04-06 02:26:06.775902,Delhi,iOS,Merchant,0,0,0,1,0,0,0
731192,10470,User1,34152,Ellipsis,2016.6907626926136,2024-01-22 05:21:41.371337,Bangalore,Android,P2P,0,0,0,2,0,0,0
423514,10877,User1000,47226,Ellipsis,1316.628708903926,2024-07-08 19:26:05.955125,Bangalore,iOS,P2P,0,0,0,0,0,0,0
143718,10811,Ellipsis,20404,MerchantA,2164.2586742837184,2024-07-29 17:23:00.234028,Bangalore,iOS,P2P,0,0,0,0,0,0,0
949320,10227,User1000,11505,Merchant500,4590.343311468589,2024-05-24 22:42:57.391189,Delhi,iOS,P2P,0,0,0,2,0,0,0
995867,10836,User2,24386,MerchantA,1686.8245700079049,2024-02-12 11:23:05.314286,Bangalore,iOS,P2P,0,0,0,1,0,0,0
846335,10016,Ellipsis,21447,Merchant500,8354.945854778078,2024-05-21 05:30:25.443122,Mumbai,iOS,Merchant,0,0,0,0,0,0,0
748706,10793,Ellipsis,58417,MerchantB,69.95505603157322,2024-04-16 05:23:24.429035,Chennai,Android,Merchant,0,0,0,1,0,0,0
132594,10146,Ellipsis,53541,MerchantB,5286.237018803455,2024-05-02 05:00:35.221362,Chennai,iOS,P2P,0,0,0,0,0,0,0
659480,10725,User1000,24504,Ellipsis,8717.168135770096,2024-02-03 10:21:34.053478,Mumbai,Android,P2P,0,0,0,1,0,0,0
864724,10212,User1000,45384,MerchantA,4594.0210696693175,2024-01-29 23:59:47.583435,Bangalore,Android,P2P,0,0,0,1,0,0,0
344811,10231,User1,55017,Merchant500,8146.11792673279,2024-03-08 03:01:12.532816,Delhi,iOS,Merchant,0,0,0,0,0,0,0
112162,10829,Ellipsis,71946,MerchantA,656.4830374710078,2024-06-17 15:02:27.779446,Mumbai,iOS,Merchant,0,0,0,0,0,0,0
338086,10215,User1000,14363,MerchantA,563.8457276767883,2024-03-05 03:56:24.584370,Chennai,Android,P2P,0,0,0,2,0,0,0
243194,10064,User1000,83823,Merchant500,192.22983702724804,2024-05-19 05:18:54.273627,Chennai,Android,Merchant,1,0,0,1,0,0,1
588707,10687,User1000,83694,Merchant500,6414.467098934113,2024-02-23 02:46:54.252324,Bangalore,iOS,P2P,0,0,0,1,0,0,0
794050,10928,Ellipsis,23757,MerchantB,1709.8888925915185,2024-01-19 06:49:14.272303,Chennai,iOS,Merchant,0,0,0,0,0,0,0
641796,10336,User1000,90033,Merchant500,7546.437015895593,2024-07-01 01:21:13.381193,Mumbai,iOS,Merchant,0,0,0,2,0,0,0
718201,10085,User1,69141,MerchantA,676.8142881806225,2024-02-13 13:55:45.553385,Kolkata,Android,P2P,0,0,0,0,0,0,0
561239,10581,Ellipsis,65587,MerchantA,3195.857323676123,2024-01-09 18:16:57.336432,Chennai,iOS,P2P,0,0,0,1,0,0,0
157281,10062,User1,44499,MerchantB,9768.740630070624,2024-02-26 17:32:12.973145,Mumbai,iOS,P2P,0,0,0,0,0,0,0
898296,10648,User1,63043,MerchantA,908.0984912369235,2024-01-12 04:49:57.971872,Mumbai,iOS,Merchant,0,0,0,0,1,0,1
802325,10329,User2,20804,Merchant500,3155.401902925187,2024-07-08 22:14:58.312094,Kolkata,iOS,P2P,0,0,0,2,0,0,0
825376,10679,User1000,68727,Ellipsis,7129.138774958995,2024-06-17 09:36:14.388364,Mumbai,iOS,Merchant,1,0,0,1,0,0,1
943007,10968,User2,55225,MerchantB,9048.706492164541,2024-07-12 10:02:57.790597,Bangalore,Android,P2P,0,0,0,1,0,0,0
594953,10603,User1000,24967,MerchantA,8086.989708789453,2024-05-11 11:41:30.937022,Chennai,Android,Merchant,0,0,0,0,0,0,0
541642,10079,User2,38487,MerchantB,4130.926561923475,2024-03-01 01:45:12.910852,Delhi,iOS,P2P,0,0,0,1,0,0,0
875339,10573,User1000,14418,Merchant500,948.9640141883918,2024-02-16 09:25:37.533102,Bangalore,iOS,P2P,0,0,0,2,0,0,0
212935,10523,User1000,35185,MerchantA,4013.641673451402,2024-04-11 20:47:16.363262,Mumbai,iOS,Merchant,0,0,0,2,0,0,0
553175,10317,User2,22472,Ellipsis,2113.706308835624,2024-02-24 03:01:18.843579,Bangalore,Android,P2P,0,0,0,0,0,0,0
454401,10949,User1000,92892,Merchant500,818.5512783029066,2024-05-28 19:55:42.991396,Chennai,iOS,P2P,0,0,0,1,0,0,0
268383,10780,User1,24549,Merchant500,7076.89973819855,2024-02-08 16:33:33.896026,Kolkata,iOS,Merchant,0,0,0,1,0,0,0
731496,10652,User1000,61737,MerchantB,5399.345777200002,2024-05-17 08:51:39.490428,Bangalore,Android,P2P,0,0,0,1,0,0,0
618054,10703,Ellipsis,33894,MerchantA,5601.797948030116,2024-02-13 00:04:00.347372,Chennai,Android,Merchant,0,0,0,2,0,0,0
657020,10625,User1,53593,Merchant500,1011.6042065116394,2024-03-28 07:16:02.111093,Delhi,Android,P2P,0,0,0,1,0,0,0
568284,10966,Ellipsis,29441,Ellipsis,4467.898153474047,2024-01-15 04:05:52.356621,Mumbai,Android,Merchant,0,0,0,1,0,0,0
734672,10888,User1000,73293,Ellipsis,8777.667906991337,2024-02-20 11:57:15.304252,Kolkata,Android,P2P,0,0,0,2,0,0,0
124177,10118,User2,20097,MerchantB,7725.012316154985,2024-05-02 04:18:41.579737,Bangalore,Android,P2P,0,0,0,1,0,0,0
802305,10379,User2,32686,Merchant500,1143.6492512031834,2024-01-15 02:45:19.831025,Chennai,iOS,Merchant,0,0,0,0,0,0,0
555980,10645,Ellipsis,33675,Merchant500,6384.078939961721,2024-04-23 16:55:41.864365,Delhi,Android,Merchant,1,0,0,2,1,0,1
860216,10320,User1000,89837,MerchantB,2055.800676484281,2024-03-06 22:32:16.153131,Bangalore,iOS,P2P,0,0,0,2,0,0,0
569230,10193,User1000,98966,MerchantA,2654.995560524988,2024-02-22 09:47:48.164084,Chennai,iOS,P2P,0,0,0,0,0,0,0
346844,10622,User1000,74289,MerchantA,6645.070066833357,2024-07-14 22:50:52.593737,Bangalore,iOS,P2P,0,0,0,0,0,0,0
298198,10443,User1,53059,MerchantB,3325.821665983771,2024-04-15 03:30:23.136285,Bangalore,Android,Merchant,0,0,0,0,0,0,0
685035,10607,User2,54950,MerchantB,3741.6898839400455,2024-01-15 01:57:51.535216,Mumbai,Android,Merchant,0,0,0,1,0,0,0
816006,10415,User2,57164,Ellipsis,1640.5091136756585,2024-03-27 04:47:36.637291,Mumbai,Android,P2P,0,0,0,2,0,0,0
658386,10307,User1000,90421,MerchantA,1263.258519950393,2024-06-20 03:28:31.582646,Delhi,Android,Merchant,0,0,0,2,0,0,0
692806,10157,Ellipsis,73638,Ellipsis,7019.926369339233,2024-06-22 19:01:35.643995,Mumbai,iOS,Merchant,0,0,0,1,0,0,0
623858,10166,User1,93885,Merchant500,1583.2489903546043,2024-05-20 16:40:15.166727,Delhi,iOS,Merchant,0,0,0,1,0,0,0
804820,10112,User1000,89288,MerchantA,2205.464482913275,2024-07-13 22:43:02.223518,Mumbai,Android,P2P,0,0,0,1,0,0,0
218983,10430,User1,18594,Ellipsis,3273.1645439744275,2024-06-12 01:05:11.735804,Chennai,Android,Merchant,0,0,0,1,0,0,0
440221,10439,User1000,80659,MerchantB,552.6939012031587,2024-04-05 12:52:08.011917,Bangalore,iOS,Merchant,0,0,0,0,0,0,0
796472,10403,User1,58715,MerchantB,2898.0239209220786,2024-01-31 20:40:26.952952,Mumbai,Android,Merchant,1,0,0,2,0,0,1
549779,10929,User2,88505,MerchantA,1460.8967121051064,2024-02-08 00:46:26.026607,Chennai,Android,P2P,0,0,0,1,0,0,0
575325,10320,User1,53079,MerchantA,8088.399227310265,2024-01-11 18:02:11.079517,Kolkata,Android,Merchant,0,0,0,2,0,0,0
446467,10049,User1000,39043,Merchant500,3661.3150922757673,2024-07-22 21:04:32.983583,Mumbai,Android,Merchant,0,1,0,2,0,0,1
886907,10286,User2,54142,MerchantB,9938.885378410852,2024-01-18 18:39:14.897596,Delhi,iOS,P2P,0,0,0,1,1,0,1
556414,10739,User1000,77194,MerchantA,4198.98010385171,2024-07-15 03:34:01.947134,Bangalore,Android,Merchant,0,0,0,1,0,0,0
792661,10967,User1000,14682,MerchantA,2777.43088177462,2024-04-07 00:44:05.502544,Bangalore,Android,Merchant,0,0,0,0,0,0,0
602863,10875,User1,55384,MerchantB,8280.53133660918,2024-04-13 12:25:36.695048,Chennai,Android,Merchant,0,0,0,0,1,0,1
837253,10552,User2,61057,MerchantB,7618.905312974745,2024-07-20 22:43:48.114415,Chennai,iOS,Merchant,0,0,0,1,0,0,0
449284,10023,Ellipsis,83289,Ellipsis,4267.255084815701,2024-05-11 12:47:16.811977,Mumbai,Android,P2P,0,0,0,0,0,0,0
127494,10879,Ellipsis,18947,Ellipsis,2164.8795062536037,2024-07-13 00:13:19.061299,Kolkata,Android,P2P,0,0,0,2,0,0,0
769222,10391,User1000,42221,MerchantA,706.7151920562111,2024-02-13 11:51:23.778100,Kolkata,Android,Merchant,0,0,0,1,0,0,0
229343,10518,User1,18711,MerchantA,4007.0615957160703,2024-01-20 12:02:05.854053,Mumbai,Android,Merchant,0,0,0,0,0,0,0
649251,10213,User2,88274,MerchantA,3005.231836557721,2024-06-04 16:32:16.498855,Delhi,iOS,Merchant,0,0,0,2,0,0,0
702219,10567,User2,24195,MerchantB,907.3735463472649,2024-06-03 23:42:38.211812,Delhi,Android,Merchant,0,0,0,2,0,0,0
764050,10062,Ellipsis,73821,Ellipsis,8549.693290369127,2024-02-21 17:46:50.484012,Bangalore,iOS,P2P,0,0,0,1,0,0,0
886409,10533,Ellipsis,22534,MerchantB,9352.535437609647,2024-05-08 11:55:28.037747,Kolkata,Android,P2P,0,0,0,1,0,0,0
758703,10788,Ellipsis,68261,Ellipsis,9904.057874067948,2024-02-27 17:16:37.207576,Delhi,Android,P2P,0,0,0,2,0,0,0
425484,10702,Ellipsis,68028,Merchant500,6941.5214651944625,2024-04-07 10:23:36.028258,Bangalore,iOS,P2P,0,0,0,1,0,0,0
669768,10373,Ellipsis,45492,MerchantB,8320.52601085095,2024-05-30 00:11:38.131766,Bangalore,Android,Merchant,0,0,0,2,0,0,0
820984,10144,User1,60805,MerchantB,880.342068571772,2024-05-13 09:31:13.738695,Bangalore,iOS,Merchant,0,0,0,1,0,0,0
443074,10346,User1000,43801,MerchantA,3577.898771276025,2024-05-11 09:51:23.167839,Delhi,Android,P2P,0,0,0,1,0,0,0
621979,10754,Ellipsis,74588,MerchantA,6473.027087988528,2024-07-28 10:32:30.643527,Kolkata,Android,Merchant,0,0,0,1,0,0,0
673996,10125,User1,15949,Ellipsis,9355.798040484013,2024-01-24 09:40:30.925505,Delhi,iOS,P2P,0,0,0,1,0,0,0
304330,10339,User2,58031,MerchantB,7677.2195342812665,2024-07-26 06:37:58.228943,Kolkata,Android,Merchant,0,0,0,0,0,0,0
390233,10610,Ellipsis,54233,MerchantB,3755.0961992710254,2024-07-27 18:36:50.301882,Chennai,Android,Merchant,0,0,0,0,0,0,0
181475,10356,User1,48105,Ellipsis,3041.7996776015552,2024-01-11 22:52:06.426349,Kolkata,iOS,Merchant,0,0,0,0,0,0,0
749124,10564,Ellipsis,53301,MerchantB,540.0279492542514,2024-03-13 09:34:21.359311,Kolkata,iOS,P2P,0,1,0,0,0,0,1
391352,10710,User2,54695,MerchantA,3843.0051731888034,2024-05-02 02:50:16.204007,Kolkata,iOS,P2P,0,0,0,1,0,0,0
336992,10613,User1,19037,MerchantB,2127.09634068656,2024-06-11 21:33:45.842487,Chennai,iOS,P2P,0,0,0,1,0,0,0
754671,10262,User2,63330,MerchantB,5506.215554796716,2024-05-09 18:08:58.826608,Chennai,iOS,P2P,0,0,0,1,0,0,0
